Kids_First_Biospecimen_ID	sample_id	cohort_participant_id	cell_type	fraction	cluster_assigned	method	cluster_feature_mean_score	feature_mean_score	feature_variance	molecular_subtype
BS_JH29M4KG	7316-726	C141327	Endothelial cell	0.019389565773193458	1	IntNMF	0.04260277495132351	0.03787502581723671	0.001382270052715572	LGG, BRAF V600E
BS_JH29M4KG	7316-726	C141327	Eosinophil	0.016210319513644347	1	IntNMF	0.024732856347395374	0.014243697646901778	2.1620057027765967e-4	LGG, BRAF V600E
BS_JH29M4KG	7316-726	C141327	Cancer associated fibroblast	0.15757132499878607	1	IntNMF	0.13508279167233436	0.07037820512192414	0.005857853522019654	LGG, BRAF V600E
BS_JH29M4KG	7316-726	C141327	Granulocyte-monocyte progenitor	0	1	IntNMF	4.8008272258803784e-5	3.553221344860862e-4	1.3833031357214354e-5	LGG, BRAF V600E
BS_JH29M4KG	7316-726	C141327	Hematopoietic stem cell	0.00852783460631967	1	IntNMF	0.08892831732946595	0.16983044490247043	0.02017807852112425	LGG, BRAF V600E
BS_JH29M4KG	7316-726	C141327	Macrophage	0.07854707177140305	1	IntNMF	0.05572173559314787	0.05880693895326338	0.0018670403968166517	LGG, BRAF V600E
BS_JH29M4KG	7316-726	C141327	Macrophage M1	0.10194052780708156	1	IntNMF	0.06687308205807842	0.060628671813160985	0.0011650120888651097	LGG, BRAF V600E
BS_JH29M4KG	7316-726	C141327	Macrophage M2	0.01753687118037207	1	IntNMF	0.016960072308051966	0.022163407735418163	4.2480971584454304e-4	LGG, BRAF V600E
BS_JH29M4KG	7316-726	C141327	Mast cell	0.013676592223908957	1	IntNMF	0.01140916588935747	0.006527521529785992	7.105886050319245e-5	LGG, BRAF V600E
BS_JH29M4KG	7316-726	C141327	B cell memory	0	1	IntNMF	7.874350238213655e-4	0.0013986066104862266	2.7871879855852812e-5	LGG, BRAF V600E
BS_JH29M4KG	7316-726	C141327	Monocyte	0.05654869650642182	1	IntNMF	0.03914694756948593	0.033152081415901966	0.0012243120139283368	LGG, BRAF V600E
BS_JH29M4KG	7316-726	C141327	B cell naive	0	1	IntNMF	3.75228804370743e-5	5.8955029939410875e-5	3.184646701098714e-7	LGG, BRAF V600E
BS_JH29M4KG	7316-726	C141327	Neutrophil	0	1	IntNMF	0.0019199528577299213	0.0012376299150179783	9.941679109674872e-5	LGG, BRAF V600E
BS_JH29M4KG	7316-726	C141327	NK cell	8.004293801123494e-18	1	IntNMF	3.733297873589839e-18	4.020576048185229e-18	5.429245315747896e-35	LGG, BRAF V600E
BS_JH29M4KG	7316-726	C141327	T cell NK	0.1706669143988165	1	IntNMF	0.11353184499828443	0.08663939877778735	0.003379727051375006	LGG, BRAF V600E
BS_JH29M4KG	7316-726	C141327	Plasmacytoid dendritic cell	0.005470788614235149	1	IntNMF	0.002689164690439372	0.0025946938014126237	9.291807146369582e-5	LGG, BRAF V600E
BS_JH29M4KG	7316-726	C141327	B cell plasma	0.0027263504137222446	1	IntNMF	0.005380927632620305	0.004501085545529014	6.445378421713532e-5	LGG, BRAF V600E
BS_JH29M4KG	7316-726	C141327	T cell gamma delta	2.760687677619866e-18	1	IntNMF	9.137335329680104e-5	2.615673518810432e-4	1.6810135706955826e-6	LGG, BRAF V600E
BS_JH29M4KG	7316-726	C141327	T cell CD4+ Th1	0.015972890088483252	1	IntNMF	0.008013486350720302	0.016296174960143017	3.4865280313021145e-4	LGG, BRAF V600E
BS_JH29M4KG	7316-726	C141327	T cell CD4+ Th2	0.0018857042698526617	1	IntNMF	0.005989540934079696	0.01934387870840072	0.0011746563919262975	LGG, BRAF V600E
BS_JH29M4KG	7316-726	C141327	T cell regulatory (Tregs)	0.016862704647873438	1	IntNMF	0.034788074299450356	0.0255688212345678	6.881961090829847e-4	LGG, BRAF V600E
BS_JH29M4KG	7316-726	C141327	immune score	0.13080509020965006	1	IntNMF	0.10101581485681708	0.08617057438174629	0.0037875822646429493	LGG, BRAF V600E
BS_JH29M4KG	7316-726	C141327	stroma score	0.08977763510654385	1	IntNMF	0.08990915395171885	0.054889930104886395	0.0020347179894153675	LGG, BRAF V600E
BS_JH29M4KG	7316-726	C141327	microenvironment score	0.2205827253161939	1	IntNMF	0.19092496880853593	0.14106050448663268	0.006775440110094406	LGG, BRAF V600E
BS_JKDKZSX8	7316-4845	C2457909	Myeloid dendritic cell activated	0.1487236561721083	3	IntNMF	0.08509062064265994	0.11831709360011683	0.0025129772606747713	LGG, wildtype
BS_JKDKZSX8	7316-4845	C2457909	B cell	0	3	IntNMF	1.3066366044761567e-4	0.011105065794352829	3.97750232173297e-4	LGG, wildtype
BS_JKDKZSX8	7316-4845	C2457909	T cell CD4+ memory	0.02358661657467308	3	IntNMF	0.009522063221972138	0.015171221657019054	3.686917563491935e-4	LGG, wildtype
BS_JKDKZSX8	7316-4845	C2457909	T cell CD4+ naive	1.4838478642049846e-18	3	IntNMF	2.1010343038393498e-4	0.0035461669219925985	5.323694401485619e-5	LGG, wildtype
BS_JKDKZSX8	7316-4845	C2457909	T cell CD4+ (non-regulatory)	0	3	IntNMF	4.826884116843429e-4	2.655729347206818e-4	3.141775156764923e-6	LGG, wildtype
BS_JKDKZSX8	7316-4845	C2457909	T cell CD4+ central memory	0	3	IntNMF	0.010517395941541458	0.01736833620219862	5.926991403897705e-4	LGG, wildtype
BS_JKDKZSX8	7316-4845	C2457909	T cell CD4+ effector memory	0	3	IntNMF	0.004115501719412943	0.013260328241489825	4.5710470200343174e-4	LGG, wildtype
BS_JKDKZSX8	7316-4845	C2457909	T cell CD8+ naive	0.01887785586758842	3	IntNMF	0.013538257588462685	0.009432368513169354	1.0600319737753078e-4	LGG, wildtype
BS_JKDKZSX8	7316-4845	C2457909	T cell CD8+	3.92126168480937e-18	3	IntNMF	0.002461967219697903	0.0026922238502230097	9.390520944538367e-5	LGG, wildtype
BS_JKDKZSX8	7316-4845	C2457909	T cell CD8+ central memory	0	3	IntNMF	0.00619223323656466	0.006566342857947108	3.66735890936023e-4	LGG, wildtype
BS_JKDKZSX8	7316-4845	C2457909	T cell CD8+ effector memory	0	3	IntNMF	1.2727221292545239e-5	4.0882406577871355e-4	8.576531930866003e-6	LGG, wildtype
BS_JKDKZSX8	7316-4845	C2457909	Class-switched memory B cell	1.5749184455292998e-17	3	IntNMF	0.0073570742493111975	0.01500891295151236	3.355371950819857e-4	LGG, wildtype
BS_JKDKZSX8	7316-4845	C2457909	Common lymphoid progenitor	0.284206948986997	3	IntNMF	0.21982559290228118	0.21693457999283672	0.014704427739271761	LGG, wildtype
BS_JKDKZSX8	7316-4845	C2457909	Common myeloid progenitor	0	3	IntNMF	6.259423109645471e-5	8.097191225804827e-5	9.217609938037137e-7	LGG, wildtype
BS_JKDKZSX8	7316-4845	C2457909	Myeloid dendritic cell	0	3	IntNMF	6.885808407059859e-4	0.0012251295324518048	1.706413570276046e-5	LGG, wildtype
BS_JKDKZSX8	7316-4845	C2457909	Endothelial cell	0.053245007887921185	3	IntNMF	0.03484461694699315	0.03787502581723671	0.001382270052715572	LGG, wildtype
BS_JKDKZSX8	7316-4845	C2457909	Eosinophil	0	3	IntNMF	0.007951953641582177	0.014243697646901778	2.1620057027765967e-4	LGG, wildtype
BS_JKDKZSX8	7316-4845	C2457909	Cancer associated fibroblast	0.07662847929503398	3	IntNMF	0.034152283887917516	0.07037820512192414	0.005857853522019654	LGG, wildtype
BS_JKDKZSX8	7316-4845	C2457909	Granulocyte-monocyte progenitor	2.1138666968932558e-17	3	IntNMF	1.1419859397881249e-4	3.553221344860862e-4	1.3833031357214354e-5	LGG, wildtype
BS_JKDKZSX8	7316-4845	C2457909	Hematopoietic stem cell	0.43328580088510377	3	IntNMF	0.3273515380558853	0.16983044490247043	0.02017807852112425	LGG, wildtype
BS_JKDKZSX8	7316-4845	C2457909	Macrophage	0.06497590286983108	3	IntNMF	0.03639764978650716	0.05880693895326338	0.0018670403968166517	LGG, wildtype
BS_JKDKZSX8	7316-4845	C2457909	Macrophage M1	0.06337530837527726	3	IntNMF	0.033748666096597	0.060628671813160985	0.0011650120888651097	LGG, wildtype
BS_JKDKZSX8	7316-4845	C2457909	Macrophage M2	0.0025774149574972587	3	IntNMF	0.020337014363673977	0.022163407735418163	4.2480971584454304e-4	LGG, wildtype
BS_JKDKZSX8	7316-4845	C2457909	Mast cell	0	3	IntNMF	0.0018702221170839013	0.006527521529785992	7.105886050319245e-5	LGG, wildtype
BS_JKDKZSX8	7316-4845	C2457909	B cell memory	1.686417896191931e-18	3	IntNMF	2.9518835176300298e-5	0.0013986066104862266	2.7871879855852812e-5	LGG, wildtype
BS_JKDKZSX8	7316-4845	C2457909	Monocyte	1.5952538046554176e-19	3	IntNMF	0.006107484144160766	0.033152081415901966	0.0012243120139283368	LGG, wildtype
BS_JKDKZSX8	7316-4845	C2457909	B cell naive	1.014119357804629e-17	3	IntNMF	3.292383686614369e-18	5.8955029939410875e-5	3.184646701098714e-7	LGG, wildtype
BS_JKDKZSX8	7316-4845	C2457909	Neutrophil	1.751358049452508e-18	3	IntNMF	7.465860664634562e-4	0.0012376299150179783	9.941679109674872e-5	LGG, wildtype
BS_JKDKZSX8	7316-4845	C2457909	NK cell	1.006566618645809e-18	3	IntNMF	4.928513794769692e-18	4.020576048185229e-18	5.429245315747896e-35	LGG, wildtype
BS_JKDKZSX8	7316-4845	C2457909	T cell NK	0.03834038447954897	3	IntNMF	0.054111352930748084	0.08663939877778735	0.003379727051375006	LGG, wildtype
BS_JKDKZSX8	7316-4845	C2457909	Plasmacytoid dendritic cell	3.1296546658338398e-18	3	IntNMF	2.3268782422507033e-4	0.0025946938014126237	9.291807146369582e-5	LGG, wildtype
BS_JKDKZSX8	7316-4845	C2457909	B cell plasma	4.659403620668829e-18	3	IntNMF	0.0028485682967564654	0.004501085545529014	6.445378421713532e-5	LGG, wildtype
BS_JKDKZSX8	7316-4845	C2457909	T cell gamma delta	9.025973643413277e-19	3	IntNMF	1.820836151590882e-5	2.615673518810432e-4	1.6810135706955826e-6	LGG, wildtype
BS_JKDKZSX8	7316-4845	C2457909	T cell CD4+ Th1	0.03607817842102167	3	IntNMF	0.01816474852660385	0.016296174960143017	3.4865280313021145e-4	LGG, wildtype
BS_JKDKZSX8	7316-4845	C2457909	T cell CD4+ Th2	0.011753915349873476	3	IntNMF	0.020727031469370494	0.01934387870840072	0.0011746563919262975	LGG, wildtype
BS_JKDKZSX8	7316-4845	C2457909	T cell regulatory (Tregs)	4.326530645505989e-18	3	IntNMF	0.030398514031192685	0.0255688212345678	6.881961090829847e-4	LGG, wildtype
BS_JKDKZSX8	7316-4845	C2457909	immune score	0.04331726857988739	3	IntNMF	0.03789186392555555	0.08617057438174629	0.0037875822646429493	LGG, wildtype
BS_JKDKZSX8	7316-4845	C2457909	stroma score	0.06493674359147758	3	IntNMF	0.03533145690889284	0.054889930104886395	0.0020347179894153675	LGG, wildtype
BS_JKDKZSX8	7316-4845	C2457909	microenvironment score	0.10825401217136496	3	IntNMF	0.07322332083444838	0.14106050448663268	0.006775440110094406	LGG, wildtype
BS_JKXA3FQC	7316-50	C23493	Myeloid dendritic cell activated	0.10975498345273628	1	IntNMF	0.12624876889128317	0.11831709360011683	0.0025129772606747713	LGG, other MAPK
BS_JKXA3FQC	7316-50	C23493	B cell	0.002125475666900221	1	IntNMF	0.015395883456866285	0.011105065794352829	3.97750232173297e-4	LGG, other MAPK
BS_JKXA3FQC	7316-50	C23493	T cell CD4+ memory	1.0592995924579808e-21	1	IntNMF	0.006739243123084527	0.015171221657019054	3.686917563491935e-4	LGG, other MAPK
BS_JKXA3FQC	7316-50	C23493	T cell CD4+ naive	0	1	IntNMF	0.004985989252270947	0.0035461669219925985	5.323694401485619e-5	LGG, other MAPK
BS_JKXA3FQC	7316-50	C23493	T cell CD4+ (non-regulatory)	7.924491003654456e-19	1	IntNMF	2.2770177993660653e-4	2.655729347206818e-4	3.141775156764923e-6	LGG, other MAPK
BS_JKXA3FQC	7316-50	C23493	T cell CD4+ central memory	0.017958865223668064	1	IntNMF	0.02971284677985292	0.01736833620219862	5.926991403897705e-4	LGG, other MAPK
BS_JKXA3FQC	7316-50	C23493	T cell CD4+ effector memory	0	1	IntNMF	0.010277962125908596	0.013260328241489825	4.5710470200343174e-4	LGG, other MAPK
BS_JKXA3FQC	7316-50	C23493	T cell CD8+ naive	0	1	IntNMF	0.0019521475630694825	0.009432368513169354	1.0600319737753078e-4	LGG, other MAPK
BS_JKXA3FQC	7316-50	C23493	T cell CD8+	2.59203165961566e-18	1	IntNMF	0.0019179229772687107	0.0026922238502230097	9.390520944538367e-5	LGG, other MAPK
BS_JKXA3FQC	7316-50	C23493	T cell CD8+ central memory	1.3071752478032608e-18	1	IntNMF	0.004461038409308192	0.006566342857947108	3.66735890936023e-4	LGG, other MAPK
BS_JKXA3FQC	7316-50	C23493	T cell CD8+ effector memory	0	1	IntNMF	6.527491152737913e-4	4.0882406577871355e-4	8.576531930866003e-6	LGG, other MAPK
BS_JKXA3FQC	7316-50	C23493	Class-switched memory B cell	0.0408520483638893	1	IntNMF	0.027426773365216175	0.01500891295151236	3.355371950819857e-4	LGG, other MAPK
BS_JKXA3FQC	7316-50	C23493	Common lymphoid progenitor	0.10145378930829341	1	IntNMF	0.12367854587179002	0.21693457999283672	0.014704427739271761	LGG, other MAPK
BS_JKXA3FQC	7316-50	C23493	Common myeloid progenitor	2.4164194850792844e-18	1	IntNMF	1.6043306748040264e-4	8.097191225804827e-5	9.217609938037137e-7	LGG, other MAPK
BS_JKXA3FQC	7316-50	C23493	Myeloid dendritic cell	0	1	IntNMF	0.0010515558140374581	0.0012251295324518048	1.706413570276046e-5	LGG, other MAPK
BS_JKXA3FQC	7316-50	C23493	Endothelial cell	0	1	IntNMF	0.04260277495132351	0.03787502581723671	0.001382270052715572	LGG, other MAPK
BS_JKXA3FQC	7316-50	C23493	Eosinophil	0.03064174516323144	1	IntNMF	0.024732856347395374	0.014243697646901778	2.1620057027765967e-4	LGG, other MAPK
BS_JKXA3FQC	7316-50	C23493	Cancer associated fibroblast	0.11892415366701112	1	IntNMF	0.13508279167233436	0.07037820512192414	0.005857853522019654	LGG, other MAPK
BS_JKXA3FQC	7316-50	C23493	Granulocyte-monocyte progenitor	0	1	IntNMF	4.8008272258803784e-5	3.553221344860862e-4	1.3833031357214354e-5	LGG, other MAPK
BS_JKXA3FQC	7316-50	C23493	Hematopoietic stem cell	0.08254367899069298	1	IntNMF	0.08892831732946595	0.16983044490247043	0.02017807852112425	LGG, other MAPK
BS_JKXA3FQC	7316-50	C23493	Macrophage	0.00872193065763841	1	IntNMF	0.05572173559314787	0.05880693895326338	0.0018670403968166517	LGG, other MAPK
BS_JKXA3FQC	7316-50	C23493	Macrophage M1	0.01782100953516383	1	IntNMF	0.06687308205807842	0.060628671813160985	0.0011650120888651097	LGG, other MAPK
BS_JKXA3FQC	7316-50	C23493	Macrophage M2	0	1	IntNMF	0.016960072308051966	0.022163407735418163	4.2480971584454304e-4	LGG, other MAPK
BS_JKXA3FQC	7316-50	C23493	Mast cell	0.011440069170900855	1	IntNMF	0.01140916588935747	0.006527521529785992	7.105886050319245e-5	LGG, other MAPK
BS_JKXA3FQC	7316-50	C23493	B cell memory	9.16087473610767e-19	1	IntNMF	7.874350238213655e-4	0.0013986066104862266	2.7871879855852812e-5	LGG, other MAPK
BS_JKXA3FQC	7316-50	C23493	Monocyte	0.015189771571258151	1	IntNMF	0.03914694756948593	0.033152081415901966	0.0012243120139283368	LGG, other MAPK
BS_JKXA3FQC	7316-50	C23493	B cell naive	8.298088160095922e-18	1	IntNMF	3.75228804370743e-5	5.8955029939410875e-5	3.184646701098714e-7	LGG, other MAPK
BS_JKXA3FQC	7316-50	C23493	Neutrophil	0	1	IntNMF	0.0019199528577299213	0.0012376299150179783	9.941679109674872e-5	LGG, other MAPK
BS_JKXA3FQC	7316-50	C23493	NK cell	4.831498515327495e-18	1	IntNMF	3.733297873589839e-18	4.020576048185229e-18	5.429245315747896e-35	LGG, other MAPK
BS_JKXA3FQC	7316-50	C23493	T cell NK	0.17852610928640078	1	IntNMF	0.11353184499828443	0.08663939877778735	0.003379727051375006	LGG, other MAPK
BS_JKXA3FQC	7316-50	C23493	Plasmacytoid dendritic cell	0	1	IntNMF	0.002689164690439372	0.0025946938014126237	9.291807146369582e-5	LGG, other MAPK
BS_JKXA3FQC	7316-50	C23493	B cell plasma	0.004001494844259918	1	IntNMF	0.005380927632620305	0.004501085545529014	6.445378421713532e-5	LGG, other MAPK
BS_JKXA3FQC	7316-50	C23493	T cell gamma delta	8.663254642342107e-18	1	IntNMF	9.137335329680104e-5	2.615673518810432e-4	1.6810135706955826e-6	LGG, other MAPK
BS_JKXA3FQC	7316-50	C23493	T cell CD4+ Th1	0.005121706665675572	1	IntNMF	0.008013486350720302	0.016296174960143017	3.4865280313021145e-4	LGG, other MAPK
BS_JKXA3FQC	7316-50	C23493	T cell CD4+ Th2	2.24642161977231e-18	1	IntNMF	0.005989540934079696	0.01934387870840072	0.0011746563919262975	LGG, other MAPK
BS_JKXA3FQC	7316-50	C23493	T cell regulatory (Tregs)	0.03878801680095415	1	IntNMF	0.034788074299450356	0.0255688212345678	6.881961090829847e-4	LGG, other MAPK
BS_JKXA3FQC	7316-50	C23493	immune score	0.045412661486619384	1	IntNMF	0.10101581485681708	0.08617057438174629	0.0037875822646429493	LGG, other MAPK
BS_JKXA3FQC	7316-50	C23493	stroma score	0.05946207683350556	1	IntNMF	0.08990915395171885	0.054889930104886395	0.0020347179894153675	LGG, other MAPK
BS_JKXA3FQC	7316-50	C23493	microenvironment score	0.10487473832012495	1	IntNMF	0.19092496880853593	0.14106050448663268	0.006775440110094406	LGG, other MAPK
BS_JMHG7GCN	7316-1926	C291141	Myeloid dendritic cell activated	0.10760499341466584	2	IntNMF	0.13729672453052644	0.11831709360011683	0.0025129772606747713	LGG, KIAA1549-BRAF
BS_JMHG7GCN	7316-1926	C291141	B cell	0.03736351114351983	2	IntNMF	0.015337864504886905	0.011105065794352829	3.97750232173297e-4	LGG, KIAA1549-BRAF
BS_JMHG7GCN	7316-1926	C291141	T cell CD4+ memory	0.020518689173975646	2	IntNMF	0.030314630935473978	0.015171221657019054	3.686917563491935e-4	LGG, KIAA1549-BRAF
BS_JMHG7GCN	7316-1926	C291141	T cell CD4+ naive	0.0025859501681475593	2	IntNMF	0.004667817437637941	0.0035461669219925985	5.323694401485619e-5	LGG, KIAA1549-BRAF
BS_JMHG7GCN	7316-1926	C291141	T cell CD4+ (non-regulatory)	0	2	IntNMF	1.2454628684524966e-4	2.655729347206818e-4	3.141775156764923e-6	LGG, KIAA1549-BRAF
BS_JMHG7GCN	7316-1926	C291141	T cell CD4+ central memory	0.033842860607313625	2	IntNMF	0.008233881010450708	0.01736833620219862	5.926991403897705e-4	LGG, KIAA1549-BRAF
BS_JMHG7GCN	7316-1926	C291141	T cell CD4+ effector memory	0	2	IntNMF	0.02477748683237921	0.013260328241489825	4.5710470200343174e-4	LGG, KIAA1549-BRAF
BS_JMHG7GCN	7316-1926	C291141	T cell CD8+ naive	0.009307140265413917	2	IntNMF	0.015006641387463455	0.009432368513169354	1.0600319737753078e-4	LGG, KIAA1549-BRAF
BS_JMHG7GCN	7316-1926	C291141	T cell CD8+	0	2	IntNMF	0.003834122009102765	0.0026922238502230097	9.390520944538367e-5	LGG, KIAA1549-BRAF
BS_JMHG7GCN	7316-1926	C291141	T cell CD8+ central memory	0	2	IntNMF	0.00945393473334261	0.006566342857947108	3.66735890936023e-4	LGG, KIAA1549-BRAF
BS_JMHG7GCN	7316-1926	C291141	T cell CD8+ effector memory	0	2	IntNMF	4.5309082543370653e-4	4.0882406577871355e-4	8.576531930866003e-6	LGG, KIAA1549-BRAF
BS_JMHG7GCN	7316-1926	C291141	Class-switched memory B cell	0.023455152484738236	2	IntNMF	0.0064755186849891734	0.01500891295151236	3.355371950819857e-4	LGG, KIAA1549-BRAF
BS_JMHG7GCN	7316-1926	C291141	Common lymphoid progenitor	0.16291305720764235	2	IntNMF	0.32806462193102776	0.21693457999283672	0.014704427739271761	LGG, KIAA1549-BRAF
BS_JMHG7GCN	7316-1926	C291141	Common myeloid progenitor	0	2	IntNMF	1.7640904798898938e-18	8.097191225804827e-5	9.217609938037137e-7	LGG, KIAA1549-BRAF
BS_JMHG7GCN	7316-1926	C291141	Myeloid dendritic cell	0	2	IntNMF	0.0018991521305306226	0.0012251295324518048	1.706413570276046e-5	LGG, KIAA1549-BRAF
BS_JMHG7GCN	7316-1926	C291141	Endothelial cell	0.008585228887952177	2	IntNMF	0.03472720118568573	0.03787502581723671	0.001382270052715572	LGG, KIAA1549-BRAF
BS_JMHG7GCN	7316-1926	C291141	Eosinophil	0.03104832794843138	2	IntNMF	0.006887720384219581	0.014243697646901778	2.1620057027765967e-4	LGG, KIAA1549-BRAF
BS_JMHG7GCN	7316-1926	C291141	Cancer associated fibroblast	0.06753474245110785	2	IntNMF	0.022771974296717384	0.07037820512192414	0.005857853522019654	LGG, KIAA1549-BRAF
BS_JMHG7GCN	7316-1926	C291141	Granulocyte-monocyte progenitor	0	2	IntNMF	9.37615639476172e-4	3.553221344860862e-4	1.3833031357214354e-5	LGG, KIAA1549-BRAF
BS_JMHG7GCN	7316-1926	C291141	Hematopoietic stem cell	0.00340616254417775	2	IntNMF	0.13260680738789984	0.16983044490247043	0.02017807852112425	LGG, KIAA1549-BRAF
BS_JMHG7GCN	7316-1926	C291141	Macrophage	0.0493265155743145	2	IntNMF	0.0818842750875043	0.05880693895326338	0.0018670403968166517	LGG, KIAA1549-BRAF
BS_JMHG7GCN	7316-1926	C291141	Macrophage M1	0.05969594049504337	2	IntNMF	0.07619295851179375	0.060628671813160985	0.0011650120888651097	LGG, KIAA1549-BRAF
BS_JMHG7GCN	7316-1926	C291141	Macrophage M2	0.002470130643921426	2	IntNMF	0.030077580817965643	0.022163407735418163	4.2480971584454304e-4	LGG, KIAA1549-BRAF
BS_JMHG7GCN	7316-1926	C291141	Mast cell	0.007687577480498434	2	IntNMF	0.004594684217580015	0.006527521529785992	7.105886050319245e-5	LGG, KIAA1549-BRAF
BS_JMHG7GCN	7316-1926	C291141	B cell memory	0	2	IntNMF	0.00332350053387381	0.0013986066104862266	2.7871879855852812e-5	LGG, KIAA1549-BRAF
BS_JMHG7GCN	7316-1926	C291141	Monocyte	0.027137340414566495	2	IntNMF	0.04916229961246162	0.033152081415901966	0.0012243120139283368	LGG, KIAA1549-BRAF
BS_JMHG7GCN	7316-1926	C291141	B cell naive	0	2	IntNMF	1.3589106548772404e-4	5.8955029939410875e-5	3.184646701098714e-7	LGG, KIAA1549-BRAF
BS_JMHG7GCN	7316-1926	C291141	Neutrophil	0	2	IntNMF	8.296075783987049e-4	0.0012376299150179783	9.941679109674872e-5	LGG, KIAA1549-BRAF
BS_JMHG7GCN	7316-1926	C291141	NK cell	1.6122632876695014e-18	2	IntNMF	3.5878881805217406e-18	4.020576048185229e-18	5.429245315747896e-35	LGG, KIAA1549-BRAF
BS_JMHG7GCN	7316-1926	C291141	T cell NK	0.09904101145653682	2	IntNMF	0.08191530842325005	0.08663939877778735	0.003379727051375006	LGG, KIAA1549-BRAF
BS_JMHG7GCN	7316-1926	C291141	Plasmacytoid dendritic cell	0.00811247933689351	2	IntNMF	0.004515803388219879	0.0025946938014126237	9.291807146369582e-5	LGG, KIAA1549-BRAF
BS_JMHG7GCN	7316-1926	C291141	B cell plasma	0.006540673249571635	2	IntNMF	0.004853677872267682	0.004501085545529014	6.445378421713532e-5	LGG, KIAA1549-BRAF
BS_JMHG7GCN	7316-1926	C291141	T cell gamma delta	0	2	IntNMF	6.787223878271898e-4	2.615673518810432e-4	1.6810135706955826e-6	LGG, KIAA1549-BRAF
BS_JMHG7GCN	7316-1926	C291141	T cell CD4+ Th1	7.761502583462973e-4	2	IntNMF	0.024776887317778024	0.016296174960143017	3.4865280313021145e-4	LGG, KIAA1549-BRAF
BS_JMHG7GCN	7316-1926	C291141	T cell CD4+ Th2	1.5906010177293536e-19	2	IntNMF	0.03442230798432365	0.01934387870840072	0.0011746563919262975	LGG, KIAA1549-BRAF
BS_JMHG7GCN	7316-1926	C291141	T cell regulatory (Tregs)	0.05412158747360217	2	IntNMF	0.010172639802103246	0.0255688212345678	6.881961090829847e-4	LGG, KIAA1549-BRAF
BS_JMHG7GCN	7316-1926	C291141	immune score	0.10170884837422044	2	IntNMF	0.10970284787435318	0.08617057438174629	0.0037875822646429493	LGG, KIAA1549-BRAF
BS_JMHG7GCN	7316-1926	C291141	stroma score	0.03805998566953002	2	IntNMF	0.029083582540924052	0.054889930104886395	0.0020347179894153675	LGG, KIAA1549-BRAF
BS_JMHG7GCN	7316-1926	C291141	microenvironment score	0.13976883404375046	2	IntNMF	0.13878643041527722	0.14106050448663268	0.006775440110094406	LGG, KIAA1549-BRAF
BS_JN3S2H2Z	7316-4439	C1100727	Myeloid dendritic cell activated	0.10548857108863967	2	IntNMF	0.13729672453052644	0.11831709360011683	0.0025129772606747713	LGG, wildtype
BS_JN3S2H2Z	7316-4439	C1100727	B cell	0.011886475759923678	2	IntNMF	0.015337864504886905	0.011105065794352829	3.97750232173297e-4	LGG, wildtype
BS_JN3S2H2Z	7316-4439	C1100727	T cell CD4+ memory	0.07454241871972511	2	IntNMF	0.030314630935473978	0.015171221657019054	3.686917563491935e-4	LGG, wildtype
BS_JN3S2H2Z	7316-4439	C1100727	T cell CD4+ naive	0	2	IntNMF	0.004667817437637941	0.0035461669219925985	5.323694401485619e-5	LGG, wildtype
BS_JN3S2H2Z	7316-4439	C1100727	T cell CD4+ (non-regulatory)	0	2	IntNMF	1.2454628684524966e-4	2.655729347206818e-4	3.141775156764923e-6	LGG, wildtype
BS_JN3S2H2Z	7316-4439	C1100727	T cell CD4+ central memory	3.939343856818591e-18	2	IntNMF	0.008233881010450708	0.01736833620219862	5.926991403897705e-4	LGG, wildtype
BS_JN3S2H2Z	7316-4439	C1100727	T cell CD4+ effector memory	0.10245605615796204	2	IntNMF	0.02477748683237921	0.013260328241489825	4.5710470200343174e-4	LGG, wildtype
BS_JN3S2H2Z	7316-4439	C1100727	T cell CD8+ naive	0.010111109582208334	2	IntNMF	0.015006641387463455	0.009432368513169354	1.0600319737753078e-4	LGG, wildtype
BS_JN3S2H2Z	7316-4439	C1100727	T cell CD8+	0.013479018613293	2	IntNMF	0.003834122009102765	0.0026922238502230097	9.390520944538367e-5	LGG, wildtype
BS_JN3S2H2Z	7316-4439	C1100727	T cell CD8+ central memory	0.00795512705179634	2	IntNMF	0.00945393473334261	0.006566342857947108	3.66735890936023e-4	LGG, wildtype
BS_JN3S2H2Z	7316-4439	C1100727	T cell CD8+ effector memory	2.1789340653612367e-18	2	IntNMF	4.5309082543370653e-4	4.0882406577871355e-4	8.576531930866003e-6	LGG, wildtype
BS_JN3S2H2Z	7316-4439	C1100727	Class-switched memory B cell	5.359096285681261e-18	2	IntNMF	0.0064755186849891734	0.01500891295151236	3.355371950819857e-4	LGG, wildtype
BS_JN3S2H2Z	7316-4439	C1100727	Common lymphoid progenitor	0.42428950480925615	2	IntNMF	0.32806462193102776	0.21693457999283672	0.014704427739271761	LGG, wildtype
BS_JN3S2H2Z	7316-4439	C1100727	Common myeloid progenitor	0	2	IntNMF	1.7640904798898938e-18	8.097191225804827e-5	9.217609938037137e-7	LGG, wildtype
BS_JN3S2H2Z	7316-4439	C1100727	Myeloid dendritic cell	0.0017364450712596593	2	IntNMF	0.0018991521305306226	0.0012251295324518048	1.706413570276046e-5	LGG, wildtype
BS_JN3S2H2Z	7316-4439	C1100727	Endothelial cell	0.08881449959536471	2	IntNMF	0.03472720118568573	0.03787502581723671	0.001382270052715572	LGG, wildtype
